deviceId,time_bucket_s,transfers,total_mb,avg_bw_mbps
1,773,4,2811.154432,7885.713712454002
1,774,3,2108.365824,7895.6973908073005
1,775,3,2108.365824,7917.463003021671
1,776,4,2811.154432,7922.467164720491
1,777,3,2108.365824,7847.074792095457
1,778,4,2811.154432,7846.095392981949
1,779,2,1405.577216,7918.559902470235
1,780,4,2811.154432,7932.502818433784
1,781,3,2108.365824,7928.971474814017
1,782,4,2811.154432,7871.606258336907
1,783,3,2108.365824,7821.789578337626
1,784,4,2811.154432,7802.9104779254285
1,785,3,2108.365824,8018.533485806428
1,786,4,2811.154432,7839.588272259196
1,787,3,2108.365824,7896.298980527456
1,788,3,2108.365824,7921.637983753923
1,789,4,2811.154432,7941.115260326393
1,790,3,2108.365824,7915.286764117843
1,791,3,2108.365824,8018.581545049787
1,792,3,2108.365824,7829.0119303537285
1,793,4,2811.154432,8009.921270593562
1,794,3,2108.365824,7987.8616471843925
1,795,4,2811.154432,7940.283553912593
1,796,3,2108.365824,8037.178856590416
1,797,4,2811.154432,7843.755528323488
1,798,3,2108.365824,7927.219549667939
1,799,4,2811.154432,7846.290196407825
1,800,3,2108.365824,8020.7116096883765
1,801,4,2811.154432,7886.657390575774
1,802,2,1405.577216,8031.111063655437
1,803,3,2108.365824,7923.13386908597
1,804,4,2811.154432,7850.234178220334
1,805,3,2108.365824,7927.277412384444
1,806,4,2811.154432,7863.070421963242
1,807,3,2108.365824,7865.56014115008
1,808,3,2108.365824,7895.1898219966315
1,809,4,2811.154432,7988.563021207115
1,810,3,2108.365824,7871.136926807992
1,811,4,2811.154432,7866.108298778865
1,812,3,2108.365824,7808.138158762212
1,813,4,2811.154432,7967.168999841579
1,814,2,1405.577216,7863.248410300954
1,815,4,2811.154432,7912.67386793552
1,816,3,2108.365824,7925.390919264443
1,817,4,2811.154432,7939.606946480745
1,818,3,2108.365824,7905.442940153797
1,819,4,2811.154432,7902.25015678948
1,820,3,2108.365824,7862.326255697918
1,821,4,2811.154432,7887.112414630381
1,822,3,2108.365824,7933.228749763713
1,823,3,2108.365824,7992.410998671682
1,824,4,2811.154432,7833.7936534900045
1,825,2,1405.577216,8031.643664043718
1,826,4,2811.154432,8007.440865221962
1,827,3,2108.365824,7934.10757483801
1,828,4,2811.154432,7913.621647386247
1,829,3,2108.365824,7846.657833824181
1,830,4,2811.154432,7828.061222439916
1,831,3,2108.365824,7921.591784806326
